word	score	prompt: sub
briefnesses	7.624382	{"efn": 2, "fne": 26, "fn": 31, "ief": 135, "bri": 927, "ef": 3008, "rie": 3041, "br": 4386, "sse": 5855, "ses": 9328, "nes": 11012, "ess": 11496, "ss": 16363, "ie": 18678, "ne": 24341, "se": 24344, "ri": 27014, "es": 63456}
copyfights	7.624356	{"pyf": 2, "yfi": 39, "yf": 159, "fig": 207, "opy": 242, "hts": 317, "py": 1116, "cop": 1131, "ght": 1562, "igh": 1640, "ht": 2029, "gh": 2717, "ig": 5744, "fi": 6074, "ts": 10527, "op": 10913, "co": 18297}
mitzvoth	7.624323	{"zvo": 5, "tzv": 7, "zv": 18, "vot": 116, "itz": 135, "tz": 424, "mit": 967, "oth": 1244, "vo": 2057, "ot": 9336, "th": 11453, "mi": 13679, "it": 19542}
bovver	7.623696	{"ovv": 5, "vve": 21, "bov": 34, "vv": 80, "ov": 4486, "ver": 5208, "bo": 6341, "ve": 12649, "er": 53857}
skycaps	7.623508	{"kyc": 3, "yca": 120, "sky": 159, "aps": 473, "ky": 555, "cap": 867, "yc": 1720, "sk": 1833, "ps": 3592, "ap": 7769, "ca": 15651}
kieselguhrs	7.623397	{"guh": 3, "hrs": 9, "uhr": 12, "elg": 24, "lgu": 36, "uh": 111, "lg": 552, "kie": 672, "ese": 1104, "sel": 1321, "hr": 2638, "gu": 2868, "ki": 4856, "ies": 10963, "el": 14244, "rs": 15538, "ie": 18678, "se": 24344, "es": 63456}
lebkuchen	7.623114	{"bku": 4, "ebk": 8, "kuc": 14, "bk": 36, "leb": 314, "ku": 497, "uch": 560, "hen": 1000, "eb": 2385, "che": 3351, "uc": 3665, "ch": 15074, "he": 15118, "le": 25286, "en": 28336}
slipknots	7.622971	{"ipk": 4, "pkn": 5, "pk": 50, "kno": 252, "sli": 501, "lip": 554, "ots": 558, "kn": 692, "not": 717, "sl": 2711, "ip": 4650, "ot": 9336, "ts": 10527, "no": 10594, "li": 27677}
mehtars	7.622948	{"eht": 4, "meh": 12, "hta": 56, "eh": 1061, "ars": 1093, "tar": 1554, "ht": 2029, "me": 14687, "ta": 15325, "rs": 15538, "ar": 23319}
buzzwords	7.622760	{"zwo": 4, "zzw": 6, "zw": 34, "buz": 45, "uzz": 163, "uz": 304, "zz": 741, "rds": 792, "ord": 919, "wor": 1444, "wo": 2912, "bu": 3856, "rd": 4404, "ds": 4535, "or": 20985}
kukris	7.622691	{"ukr": 7, "kuk": 8, "kri": 66, "kr": 373, "ku": 497, "uk": 543, "ris": 3361, "ri": 27014, "is": 31626}
rigsdalers	7.622514	{"gsd": 2, "sda": 36, "igs": 94, "sd": 236, "dal": 654, "rig": 736, "ale": 1459, "ler": 2268, "da": 5117, "gs": 5319, "ig": 5744, "ers": 11175, "rs": 15538, "le": 25286, "ri": 27014, "al": 27586, "er": 53857}
campground	7.622501	{"mpg": 2, "pgr": 36, "pg": 76, "cam": 503, "gro": 739, "amp": 1054, "rou": 1798, "oun": 1953, "und": 2456, "mp": 5547, "gr": 6180, "am": 8854, "nd": 10940, "ou": 13344, "un": 14179, "ca": 15651, "ro": 21780}
nietzschean	7.622472	{"tzs": 4, "zsc": 4, "zs": 13, "etz": 41, "iet": 326, "tz": 424, "ean": 705, "nie": 857, "sch": 919, "hea": 1658, "che": 3351, "sc": 7227, "ea": 11426, "et": 13963, "ch": 15074, "he": 15118, "ni": 15928, "ie": 18678, "an": 27255}
hausdorff	7.622451	{"rff": 4, "usd": 6, "sdo": 25, "orf": 78, "sd": 236, "hau": 324, "aus": 446, "dor": 452, "rf": 1263, "ff": 2654, "au": 4224, "do": 6057, "ha": 10764, "us": 11114, "or": 20985}
calumny	7.622214	{"mny": 3, "umn": 72, "alu": 388, "mn": 582, "lum": 864, "ny": 1214, "cal": 4748, "lu": 5008, "um": 6434, "ca": 15651, "al": 27586}
aegyo	7.622186	{"gyo": 9, "aeg": 12, "egy": 35, "yo": 1169, "gy": 1283, "ae": 2360, "eg": 3368}
giffgaff	7.621879	{"ffg": 6, "fga": 9, "fg": 20, "gaf": 32, "gif": 45, "iff": 479, "aff": 704, "af": 1859, "ff": 2654, "if": 4106, "ga": 5763, "gi": 7021}
pigdom	7.621809	{"igd": 4, "gdo": 45, "gd": 85, "pig": 274, "dom": 680, "ig": 5744, "do": 6057, "pi": 8218, "om": 11650}
brulzie	7.621005	{"ulz": 4, "lzi": 16, "lz": 37, "zie": 199, "rul": 220, "bru": 277, "zi": 2340, "br": 4386, "ru": 4632, "ul": 9579, "ie": 18678}
sowfed	7.620799	{"wfe": 4, "owf": 56, "sow": 106, "wf": 124, "fed": 298, "fe": 4200, "ow": 4449, "so": 6604, "ed": 27846}
muqaddams	7.620590	{"muq": 6, "qad": 7, "uqa": 8, "uq": 54, "dda": 86, "qa": 105, "dam": 363, "ams": 529, "add": 558, "dd": 1739, "mu": 3409, "ms": 4377, "da": 5117, "ad": 7572, "am": 8854}
waspfishes	7.620201	{"spf": 2, "pfi": 32, "pf": 167, "was": 351, "asp": 387, "fis": 736, "hes": 1917, "she": 2050, "ish": 2618, "wa": 4375, "fi": 6074, "sp": 6588, "sh": 9655, "he": 15118, "as": 16255, "is": 31626, "es": 63456}
pavlova	7.619947	{"avl": 5, "vlo": 10, "vl": 31, "pav": 82, "lov": 238, "ova": 271, "av": 2788, "va": 3835, "ov": 4486, "pa": 9340, "lo": 14583}
sloyds	7.619598	{"yds": 5, "oyd": 13, "loy": 165, "slo": 300, "oy": 965, "yd": 997, "sl": 2711, "ds": 4535, "lo": 14583}
shoyus	7.619439	{"oyu": 6, "yus": 13, "hoy": 26, "yu": 212, "oy": 965, "sho": 1121, "sh": 9655, "us": 11114, "ho": 12783}
dreidls	7.619061	{"dls": 3, "eid": 120, "idl": 154, "dre": 497, "rei": 670, "dl": 2194, "ei": 3326, "dr": 3858, "ls": 4584, "id": 8359, "re": 31607}
guohua	7.618671	{"uoh": 5, "guo": 30, "ohu": 35, "hua": 44, "uo": 657, "oh": 671, "hu": 2232, "gu": 2868, "ua": 3275}
jjajangmyeon	7.618559	{"jaj": 5, "jja": 6, "gmy": 11, "yeo": 14, "jj": 27, "ngm": 34, "aja": 69, "mye": 83, "jan": 113, "eon": 327, "aj": 340, "gm": 603, "ja": 1254, "my": 1322, "ye": 1568, "ang": 1972, "eo": 3457, "an": 27255, "ng": 31814, "on": 34070}
atwixt	7.618259	{"wix": 4, "atw": 54, "ixt": 77, "twi": 317, "ix": 657, "xt": 926, "tw": 999, "wi": 2990, "at": 33338}
boeufs	7.618243	{"euf": 7, "ufs": 11, "oeu": 29, "boe": 61, "fs": 551, "uf": 863, "oe": 2112, "eu": 2662, "bo": 6341}
darkcore	7.617524	{"rkc": 3, "kco": 15, "kc": 88, "dar": 505, "ark": 789, "cor": 1619, "rk": 1925, "ore": 2086, "da": 5117, "co": 18297, "or": 20985, "ar": 23319, "re": 31607}
toluyls	7.617381	{"luy": 4, "uyl": 12, "uy": 122, "yls": 145, "olu": 527, "tol": 875, "yl": 2292, "ls": 4584, "lu": 5008, "ol": 14114, "to": 15280}
avruga	7.617023	{"vru": 6, "avr": 10, "vr": 103, "rug": 169, "uga": 211, "ug": 2037, "av": 2788, "ru": 4632, "ga": 5763}
mezlocillin	7.616997	{"ezl": 2, "zlo": 13, "mez": 54, "zl": 267, "cil": 375, "ez": 435, "oci": 505, "loc": 1041, "lli": 2719, "ill": 3045, "lin": 5706, "oc": 7325, "ci": 8719, "il": 12822, "ll": 13942, "lo": 14583, "me": 14687, "li": 27677, "in": 55898}
mazdean	7.616799	{"zde": 4, "azd": 18, "zd": 30, "maz": 109, "dea": 557, "ean": 705, "az": 1383, "ea": 11426, "ma": 13966, "de": 17740, "an": 27255}
wehrlites	7.616142	{"weh": 4, "hrl": 6, "ehr": 17, "rli": 629, "eh": 1061, "rl": 2073, "hr": 2638, "we": 3183, "ite": 3802, "lit": 4387, "tes": 4840, "it": 19542, "li": 27677, "te": 33606, "es": 63456}
dogeza	7.615724	{"gez": 4, "eza": 32, "dog": 366, "ez": 435, "oge": 1253, "za": 2328, "do": 6057, "og": 8345, "ge": 9698}
soju	7.614677	{"oju": 13, "soj": 13, "oj": 206, "ju": 1083, "so": 6604}
schwarzbier	7.614625	{"rzb": 4, "zbi": 4, "arz": 27, "zb": 28, "chw": 98, "rz": 117, "hwa": 160, "bie": 300, "hw": 328, "sch": 919, "war": 1081, "ier": 3340, "wa": 4375, "sc": 7227, "bi": 8414, "ch": 15074, "ie": 18678, "ar": 23319, "er": 53857}
statvolt	7.614470	{"atv": 3, "tvo": 18, "tv": 55, "olt": 208, "vol": 602, "vo": 2057, "tat": 2274, "lt": 2925, "sta": 3111, "ol": 14114, "ta": 15325, "st": 28623, "at": 33338}
myxoid	7.614451	{"xoi": 5, "yxo": 23, "myx": 34, "yx": 93, "xo": 515, "oid": 1225, "my": 1322, "oi": 3945, "id": 8359}
exquisitely	7.614377	{"exq": 5, "xq": 5, "xqu": 5, "uis": 492, "ely": 1035, "tel": 1369, "sit": 1391, "qui": 1576, "isi": 2055, "ui": 3183, "ite": 3802, "ex": 4115, "qu": 4369, "ly": 11081, "si": 13737, "el": 14244, "it": 19542, "is": 31626, "te": 33606}
macguffins	7.614075	{"cgu": 4, "acg": 6, "guf": 16, "cg": 18, "uff": 643, "ffi": 655, "mac": 686, "uf": 863, "fin": 989, "ff": 2654, "ins": 2804, "gu": 2868, "fi": 6074, "ac": 12227, "ma": 13966, "ns": 16950, "in": 55898}
sudsy	7.614051	{"dsy": 5, "sud": 69, "uds": 127, "sy": 2287, "ud": 2633, "ds": 4535, "su": 7091}
superbness	7.613978	{"rbn": 2, "bne": 34, "bn": 106, "erb": 910, "upe": 1254, "sup": 1336, "rb": 2528, "up": 3827, "per": 5649, "su": 7091, "nes": 11012, "ess": 11496, "pe": 13090, "ss": 16363, "ne": 24341, "er": 53857, "es": 63456}
oddball	7.613653	{"ddb": 3, "dba": 114, "odd": 229, "db": 392, "bal": 1084, "dd": 1739, "od": 5255, "all": 5290, "ba": 7263, "ll": 13942, "al": 27586}
muhkamat	7.613608	{"uhk": 4, "muh": 11, "hka": 27, "hk": 62, "kam": 106, "uh": 111, "ama": 865, "ka": 2086, "mat": 3221, "mu": 3409, "am": 8854, "ma": 13966, "at": 33338}
currywursts	7.613572	{"ywu": 2, "ryw": 38, "wur": 39, "wu": 124, "yw": 266, "rry": 282, "urr": 538, "rst": 566, "urs": 803, "cur": 943, "sts": 2841, "rr": 4176, "ry": 4298, "cu": 5334, "ts": 10527, "ur": 10931, "rs": 15538, "st": 28623}
sadzas	7.613569	{"dza": 6, "adz": 12, "dz": 53, "zas": 77, "sad": 214, "za": 2328, "ad": 7572, "sa": 7941, "as": 16255}
sadaqah	7.613538	{"daq": 7, "qah": 8, "aqa": 16, "qa": 105, "sad": 214, "aq": 298, "ada": 521, "ah": 1215, "da": 5117, "ad": 7572, "sa": 7941}
yoofs	7.613379	{"yoo": 5, "ofs": 59, "oof": 327, "fs": 551, "yo": 1169, "of": 1745, "oo": 6917}
gehlenites	7.613001	{"ehl": 2, "geh": 29, "hle": 272, "eh": 1061, "hl": 1195, "nit": 1740, "len": 1955, "eni": 2024, "ite": 3802, "tes": 4840, "ge": 9698, "ni": 15928, "it": 19542, "le": 25286, "en": 28336, "te": 33606, "es": 63456}
filmgoers	7.612572	{"lmg": 4, "mgo": 6, "mg": 27, "ilm": 124, "goe": 144, "oer": 184, "fil": 516, "lm": 928, "oe": 2112, "go": 3757, "fi": 6074, "ers": 11175, "il": 12822, "rs": 15538, "er": 53857}
pulques	7.612470	{"ulq": 4, "lqu": 18, "lq": 25, "ues": 561, "pul": 656, "que": 1235, "ue": 2745, "pu": 2898, "qu": 4369, "ul": 9579, "es": 63456}
howlrounds	7.612046	{"wlr": 2, "lro": 45, "lr": 130, "how": 288, "owl": 323, "wl": 507, "nds": 933, "rou": 1798, "oun": 1953, "und": 2456, "ow": 4449, "ds": 4535, "nd": 10940, "ho": 12783, "ou": 13344, "un": 14179, "ro": 21780}
muwashshahs	7.612039	{"muw": 5, "shs": 9, "uwa": 9, "uw": 19, "hsh": 27, "hah": 52, "ahs": 259, "was": 351, "ash": 1090, "ah": 1215, "sha": 1272, "hs": 1500, "mu": 3409, "wa": 4375, "sh": 9655, "ha": 10764, "as": 16255}
tahrs	7.611972	{"hrs": 9, "ahr": 10, "tah": 94, "ah": 1215, "hr": 2638, "ta": 15325, "rs": 15538}
pegbox	7.611848	{"egb": 4, "gbo": 68, "peg": 86, "gb": 166, "box": 306, "ox": 1597, "eg": 3368, "bo": 6341, "pe": 13090}
hawkfishes	7.611322	{"wkf": 2, "kfi": 63, "awk": 146, "kf": 184, "wk": 185, "haw": 245, "fis": 736, "aw": 1826, "hes": 1917, "she": 2050, "ish": 2618, "fi": 6074, "sh": 9655, "ha": 10764, "he": 15118, "is": 31626, "es": 63456}
anyroad	7.609813	{"nyr": 3, "any": 132, "yro": 414, "oad": 440, "roa": 506, "yr": 1188, "ny": 1214, "oa": 2888, "ad": 7572, "ro": 21780, "an": 27255}
kamotiqs	7.609595	{"iqs": 3, "qs": 21, "tiq": 62, "kam": 106, "iq": 458, "amo": 638, "mot": 694, "oti": 1298, "ka": 2086, "am": 8854, "mo": 9202, "ot": 9336, "ti": 41397}
wydes	7.609528	{"wyd": 5, "yde": 89, "wy": 102, "yd": 997, "des": 2372, "de": 17740, "es": 63456}
lipschitzness	7.609370	{"zne": 2, "tzn": 9, "zn": 16, "psc": 25, "itz": 135, "tz": 424, "lip": 554, "hit": 562, "ips": 663, "sch": 919, "chi": 2870, "ps": 3592, "ip": 4650, "sc": 7227, "nes": 11012, "hi": 11300, "ess": 11496, "ch": 15074, "ss": 16363, "it": 19542, "ne": 24341, "li": 27677, "es": 63456}
beachfront	7.609240	{"hfr": 2, "chf": 38, "hf": 176, "fro": 465, "eac": 547, "bea": 599, "ach": 1595, "ont": 1672, "ron": 2035, "fr": 2324, "be": 7191, "ea": 11426, "ac": 12227, "ch": 15074, "nt": 20842, "ro": 21780, "on": 34070}
pruh	7.609178	{"ruh": 7, "uh": 111, "pru": 149, "ru": 4632, "pr": 9472}
howffs	7.608134	{"wff": 4, "owf": 56, "wf": 124, "ffs": 261, "how": 288, "fs": 551, "ff": 2654, "ow": 4449, "ho": 12783}
aliya	7.607921	{"liy": 5, "iya": 75, "iy": 126, "ya": 1450, "ali": 6783, "al": 27586, "li": 27677}
nithsdales	7.607152	{"hsd": 2, "sda": 36, "sd": 236, "ths": 512, "dal": 654, "ith": 967, "ale": 1459, "hs": 1500, "nit": 1740, "les": 4607, "da": 5117, "th": 11453, "ni": 15928, "it": 19542, "le": 25286, "al": 27586, "es": 63456}
thortveitite	7.606914	{"rtv": 2, "tve": 10, "tv": 55, "vei": 123, "eit": 248, "tit": 1224, "tho": 1592, "hor": 1706, "ort": 2098, "ei": 3326, "ite": 3802, "iti": 5343, "rt": 6302, "th": 11453, "ve": 12649, "ho": 12783, "it": 19542, "or": 20985, "te": 33606, "ti": 41397}
lolz	7.606890	{"olz": 8, "lz": 37, "lol": 157, "ol": 14114, "lo": 14583}
maomaos	7.606590	{"aom": 6, "mao": 18, "aos": 37, "ao": 280, "oma": 1938, "os": 11445, "om": 11650, "ma": 13966}
izvestias	7.606539	{"izv": 4, "zve": 6, "zv": 18, "tia": 1001, "ves": 1140, "ias": 1954, "sti": 4185, "est": 6333, "iz": 7477, "ia": 11793, "ve": 12649, "as": 16255, "st": 28623, "ti": 41397, "es": 63456}
megaquakes	7.606450	{"gaq": 2, "uak": 49, "aqu": 227, "meg": 253, "aq": 298, "kes": 479, "ega": 760, "ake": 1102, "qua": 1359, "ak": 2624, "ua": 3275, "eg": 3368, "qu": 4369, "ga": 5763, "ke": 6801, "me": 14687, "es": 63456}
newsvendor	7.606290	{"wsv": 2, "sve": 63, "sv": 114, "ews": 230, "new": 310, "dor": 452, "ndo": 860, "ws": 895, "ven": 1694, "ew": 2097, "end": 2169, "do": 6057, "nd": 10940, "ve": 12649, "or": 20985, "ne": 24341, "en": 28336}
ecgonines	7.606074	{"ecg": 4, "cgo": 6, "cg": 18, "gon": 654, "nin": 2310, "go": 3757, "oni": 3902, "ine": 6416, "ec": 10035, "nes": 11012, "ni": 15928, "ne": 24341, "on": 34070, "in": 55898, "es": 63456}
skyclad	7.605865	{"kyc": 3, "sky": 159, "ycl": 397, "lad": 519, "ky": 555, "cla": 1006, "yc": 1720, "sk": 1833, "cl": 4109, "ad": 7572, "la": 18073}
feijoas	7.605785	{"eij": 6, "joa": 8, "ijo": 33, "fei": 95, "ij": 123, "oas": 174, "jo": 931, "oa": 2888, "ei": 3326, "fe": 4200, "as": 16255}
shirtdress	7.605501	{"rtd": 2, "tdr": 43, "td": 164, "irt": 332, "hir": 437, "dre": 497, "shi": 2214, "dr": 3858, "res": 5384, "ir": 6045, "rt": 6302, "sh": 9655, "hi": 11300, "ess": 11496, "ss": 16363, "re": 31607, "es": 63456}
filmgoing	7.605439	{"lmg": 4, "mgo": 6, "mg": 27, "goi": 123, "ilm": 124, "fil": 516, "oin": 865, "lm": 928, "go": 3757, "oi": 3945, "fi": 6074, "il": 12822, "ing": 27365, "ng": 31814, "in": 55898}
foehns	7.605207	{"ehn": 11, "hns": 11, "oeh": 14, "foe": 35, "hn": 745, "eh": 1061, "oe": 2112, "fo": 4009, "ns": 16950}
cymlin	7.605172	{"yml": 4, "cym": 57, "mli": 81, "ml": 274, "ym": 1630, "cy": 2029, "lin": 5706, "li": 27677, "in": 55898}
cuvees	7.605003	{"cuv": 4, "vee": 45, "uve": 122, "uv": 382, "ees": 737, "cu": 5334, "ee": 6626, "ve": 12649, "es": 63456}
debts	7.605000	{"bts": 6, "ebt": 21, "deb": 266, "bt": 343, "eb": 2385, "ts": 10527, "de": 17740}
ukiyo-ye	7.604863	{"kiy": 6, "iyo": 16, "uki": 80, "iy": 126, "uk": 543, "yo": 1169, "ye": 1568, "ki": 4856}
yawps	7.604863	{"wps": 7, "awp": 25, "yaw": 37, "wp": 99, "ya": 1450, "aw": 1826, "ps": 3592}
zeks	7.604845	{"zek": 7, "eks": 75, "ek": 666, "ks": 2959, "ze": 5493}
boxwallah	7.604767	{"xwa": 4, "oxw": 6, "xw": 25, "lah": 104, "box": 306, "wal": 434, "ah": 1215, "ox": 1597, "lla": 1795, "wa": 4375, "all": 5290, "bo": 6341, "ll": 13942, "la": 18073, "al": 27586}
cuckqueans	7.604657	{"ckq": 6, "kq": 6, "kqu": 6, "cuc": 54, "uea": 71, "ean": 705, "uck": 826, "que": 1235, "ans": 2496, "ue": 2745, "uc": 3665, "qu": 4369, "cu": 5334, "ck": 7116, "ea": 11426, "ns": 16950, "an": 27255}
dimwits	7.603758	{"imw": 5, "mwi": 8, "mw": 70, "dim": 306, "wit": 384, "its": 546, "wi": 2990, "im": 6699, "ts": 10527, "di": 14495, "it": 19542}
fixure	7.603231	{"ixu": 4, "xur": 46, "fix": 142, "xu": 311, "ix": 657, "ure": 1939, "fi": 6074, "ur": 10931, "re": 31607}
fogproof	7.603140	{"gpr": 4, "ogp": 8, "gp": 57, "fog": 80, "oof": 327, "roo": 965, "of": 1745, "pro": 3652, "fo": 4009, "oo": 6917, "og": 8345, "pr": 9472, "ro": 21780}
nightdress	7.603104	{"htd": 2, "tdr": 43, "td": 164, "nig": 380, "dre": 497, "ght": 1562, "igh": 1640, "ht": 2029, "gh": 2717, "dr": 3858, "res": 5384, "ig": 5744, "ess": 11496, "ni": 15928, "ss": 16363, "re": 31607, "es": 63456}
szalonna	7.603049	{"sza": 3, "sz": 22, "zal": 41, "nna": 426, "onn": 488, "lon": 926, "alo": 1018, "za": 2328, "nn": 3029, "na": 12129, "lo": 14583, "al": 27586, "on": 34070}
tailzie	7.602966	{"ilz": 4, "lzi": 16, "lz": 37, "zie": 199, "tai": 840, "ail": 1139, "zi": 2340, "ai": 5942, "il": 12822, "ta": 15325, "ie": 18678}
argiudolls	7.602800	{"iud": 2, "giu": 42, "udo": 341, "dol": 439, "rgi": 517, "arg": 670, "lls": 736, "iu": 1219, "oll": 1413, "rg": 2514, "ud": 2633, "ls": 4584, "do": 6057, "gi": 7021, "ll": 13942, "ol": 14114, "ar": 23319}
fenazaquin	7.602700	{"zaq": 2, "naz": 82, "aza": 127, "aqu": 227, "fen": 280, "aq": 298, "uin": 565, "ena": 1120, "az": 1383, "qui": 1576, "za": 2328, "ui": 3183, "fe": 4200, "qu": 4369, "na": 12129, "en": 28336, "in": 55898}
marxophones	7.602528	{"rxo": 2, "arx": 25, "rx": 27, "xop": 56, "xo": 515, "hon": 1137, "mar": 1482, "one": 2936, "oph": 3572, "pho": 3927, "op": 10913, "nes": 11012, "ph": 11411, "ho": 12783, "ma": 13966, "ar": 23319, "ne": 24341, "on": 34070, "es": 63456}
bhikkhu	7.602153	{"kkh": 7, "bhi": 11, "khu": 21, "ikk": 27, "hik": 82, "bh": 140, "kk": 167, "kh": 443, "ik": 1699, "hu": 2232, "hi": 11300}
bao	7.601584	{"bao": 11, "ao": 280, "ba": 7263}
halfwits	7.600874	{"fwi": 5, "lfw": 7, "fw": 18, "alf": 206, "wit": 384, "its": 546, "lf": 1343, "hal": 1506, "wi": 2990, "ts": 10527, "ha": 10764, "it": 19542, "al": 27586}
upvaluing	7.600705	{"pva": 4, "upv": 8, "pv": 12, "lui": 132, "alu": 388, "uin": 565, "val": 793, "ui": 3183, "up": 3827, "va": 3835, "lu": 5008, "ing": 27365, "al": 27586, "ng": 31814, "in": 55898}
whizkids	7.600208	{"izk": 4, "zki": 10, "zk": 23, "kid": 130, "hiz": 264, "whi": 579, "ids": 787, "wh": 1382, "ds": 4535, "ki": 4856, "iz": 7477, "id": 8359, "hi": 11300}
kriegsspiel	7.600144	{"gss": 2, "egs": 65, "kri": 66, "ssp": 69, "ieg": 78, "iel": 317, "kr": 373, "pie": 950, "spi": 1183, "rie": 3041, "eg": 3368, "gs": 5319, "sp": 6588, "pi": 8218, "el": 14244, "ss": 16363, "ie": 18678, "ri": 27014}
oakmoss	7.600061	{"akm": 4, "kmo": 13, "oak": 102, "km": 171, "mos": 546, "oss": 986, "ak": 2624, "oa": 2888, "mo": 9202, "os": 11445, "ss": 16363}
howfed	7.599722	{"wfe": 4, "owf": 56, "wf": 124, "how": 288, "fed": 298, "fe": 4200, "ow": 4449, "ho": 12783, "ed": 27846}
vihara	7.599396	{"vih": 4, "iha": 36, "ih": 249, "har": 1714, "ara": 1984, "vi": 5599, "ha": 10764, "ar": 23319, "ra": 26052}
dysmnesias	7.599384	{"smn": 2, "ysm": 58, "mne": 136, "dys": 239, "mn": 582, "sia": 638, "dy": 1279, "esi": 1363, "ias": 1954, "ys": 2811, "sm": 5634, "nes": 11012, "ia": 11793, "si": 13737, "as": 16255, "ne": 24341, "es": 63456}
bilboquets	7.598848	{"boq": 2, "ilb": 105, "lbo": 121, "uet": 246, "oqu": 261, "oq": 264, "lb": 515, "ets": 1076, "que": 1235, "bil": 2290, "ue": 2745, "qu": 4369, "bo": 6341, "bi": 8414, "ts": 10527, "il": 12822, "et": 13963}
biweekly	7.598740	{"biw": 4, "iwe": 15, "ekl": 18, "kly": 55, "iw": 109, "eek": 225, "wee": 582, "ek": 666, "kl": 1074, "we": 3183, "ee": 6626, "bi": 8414, "ly": 11081}
mumiyo	7.598720	{"miy": 5, "iyo": 16, "mum": 107, "iy": 126, "umi": 531, "yo": 1169, "mu": 3409, "um": 6434, "mi": 13679}
schuhplattler	7.598280	{"uhp": 2, "huh": 8, "hpl": 14, "uh": 111, "hp": 137, "chu": 399, "ttl": 439, "sch": 919, "tle": 1097, "att": 1396, "pla": 2045, "hu": 2232, "ler": 2268, "tl": 2350, "lat": 3876, "tt": 5383, "pl": 5538, "sc": 7227, "ch": 15074, "la": 18073, "le": 25286, "at": 33338, "er": 53857}
pulpboards	7.598279	{"lpb": 2, "pbo": 61, "pb": 167, "ulp": 333, "oar": 602, "boa": 613, "pul": 656, "rds": 792, "lp": 937, "ard": 2351, "oa": 2888, "pu": 2898, "rd": 4404, "ds": 4535, "bo": 6341, "ul": 9579, "ar": 23319}
aliyos	7.597986	{"liy": 5, "iyo": 16, "yos": 89, "iy": 126, "yo": 1169, "ali": 6783, "os": 11445, "al": 27586, "li": 27677}
qanun	7.597745	{"qan": 5, "qa": 105, "nun": 162, "anu": 271, "nu": 2294, "un": 14179, "an": 27255}
lapjes	7.597202	{"apj": 8, "pje": 10, "pj": 26, "jes": 66, "lap": 377, "je": 871, "ap": 7769, "la": 18073, "es": 63456}
argmin	7.596895	{"rgm": 4, "gmi": 35, "gm": 603, "arg": 670, "rg": 2514, "min": 3669, "mi": 13679, "ar": 23319, "in": 55898}
qaghan	7.596838	{"qag": 4, "agh": 74, "qa": 105, "gha": 121, "han": 1792, "gh": 2717, "ag": 6532, "ha": 10764, "an": 27255}
pipsqueaks	7.596758	{"psq": 2, "uea": 71, "aks": 184, "pip": 210, "eak": 531, "squ": 645, "sq": 649, "ips": 663, "que": 1235, "ak": 2624, "ue": 2745, "ks": 2959, "ps": 3592, "qu": 4369, "ip": 4650, "pi": 8218, "ea": 11426}
ecthyma	7.596380	{"cth": 3, "yma": 228, "hym": 237, "thy": 599, "ym": 1630, "ect": 3235, "hy": 4712, "ct": 7629, "ec": 10035, "th": 11453, "ma": 13966}
hazmat	7.595970	{"azm": 6, "zma": 16, "zm": 24, "haz": 98, "az": 1383, "mat": 3221, "ha": 10764, "ma": 13966, "at": 33338}
kingcup	7.595917	{"gcu": 4, "ngc": 17, "gc": 33, "cup": 213, "kin": 2435, "up": 3827, "ki": 4856, "cu": 5334, "ing": 27365, "ng": 31814, "in": 55898}
whirlpools	7.595853	{"rlp": 2, "lpo": 65, "irl": 262, "poo": 348, "ols": 429, "hir": 437, "whi": 579, "ool": 618, "lp": 937, "wh": 1382, "rl": 2073, "ls": 4584, "ir": 6045, "oo": 6917, "po": 9502, "hi": 11300, "ol": 14114}
palsgraves	7.595510	{"lsg": 2, "sgr": 46, "sg": 221, "rav": 574, "pal": 903, "ave": 1077, "ves": 1140, "als": 1385, "av": 2788, "gra": 3753, "ls": 4584, "gr": 6180, "pa": 9340, "ve": 12649, "ra": 26052, "al": 27586, "es": 63456}
scye	7.594425	{"cye": 8, "scy": 33, "ye": 1568, "cy": 2029, "sc": 7227}
faujdaris	7.594145	{"ujd": 6, "jda": 8, "auj": 10, "jd": 17, "uj": 108, "fau": 155, "dar": 505, "ris": 3361, "fa": 3401, "ari": 3728, "au": 4224, "da": 5117, "ar": 23319, "ri": 27014, "is": 31626}
polyion	7.593738	{"yio": 3, "lyi": 123, "oly": 1013, "yi": 1358, "pol": 1643, "po": 9502, "ly": 11081, "ion": 13326, "ol": 14114, "io": 18045, "on": 34070}
exequy	7.593445	{"xeq": 5, "quy": 15, "uy": 122, "exe": 398, "equ": 678, "eq": 689, "xe": 1283, "ex": 4115, "qu": 4369}
hamzas	7.593378	{"mza": 8, "amz": 11, "mz": 20, "zas": 77, "ham": 515, "za": 2328, "am": 8854, "ha": 10764, "as": 16255}
dickcissel	7.592741	{"kci": 2, "ckc": 65, "kc": 88, "cis": 1032, "iss": 1206, "dic": 1244, "sel": 1321, "ick": 1673, "sse": 5855, "ck": 7116, "ci": 8719, "el": 14244, "di": 14495, "ss": 16363, "ic": 22117, "se": 24344, "is": 31626}
schmelze	7.592721	{"lze": 5, "elz": 6, "lz": 37, "chm": 231, "hme": 242, "hm": 700, "mel": 835, "sch": 919, "ze": 5493, "sc": 7227, "el": 14244, "me": 14687, "ch": 15074}
